"","ID","ecs","tcr","rcp","pulse","cool","term","start","theta","alpha","delta","prob"
"7385",7385,25,27,"RCP6",20,9,2600,2025,20,0.01623,0.05,0
"7386",7386,18,14,"RCP45",10,17,2300,2075,7,0.0149,0.01,0.07
"7387",7387,37,23,"RCP3PD",100,13,2300,2025,11,0.00655,0.07,0.08
"7388",7388,42,18,"RCP3PD",40,22,2500,2075,26,0.00769,0.03,0.02
"7389",7389,23,15,"RCP45",10,3,2600,2075,14,0.00319,0.01,0.07
"7390",7390,33,18,"RCP6",70,3,2500,2075,14,0.00678,0,0.07
"7391",7391,19,20,"RCP3PD",100,8,2300,2100,18,0.00205,0,0.05
"7392",7392,32,19,"RCP6",20,26,2600,2025,12,0.01007,0,0.07
"7393",7393,37,10,"RCP3PD",100,33,2300,2050,18,0.00567,0.02,0.08
"7394",7394,44,26,"RCP85",40,32,2500,2075,7,0.01435,0.01,0.02
"7395",7395,10,26,"RCP85",90,8,2300,2025,15,0.01406,0.07,0.05
"7396",7396,23,19,"RCP45",10,4,2300,2100,24,0.00676,0,0.05
"7397",7397,41,19,"RCP3PD",50,13,2500,2025,10,0.01515,0.01,0.09
"7398",7398,19,10,"RCP3PD",2,8,2500,2050,25,0.00461,0,0.01
"7399",7399,57,26,"RCP45",2,10,2500,2075,20,0.00358,0.06,0.06
"7400",7400,39,25,"RCP85",10,37,2300,2075,14,0.01734,0.02,0.02
"7401",7401,44,21,"RCP85",40,9,2500,2050,10,0.01393,0.07,0
"7402",7402,55,14,"RCP6",2,34,2300,2050,9,0.00696,0.01,0.04
"7403",7403,30,11,"RCP45",2,37,2400,2050,22,0.01771,0.02,0.06
"7404",7404,41,29,"RCP3PD",90,25,2600,2075,11,0.00517,0.06,0.03
"7405",7405,15,32,"RCP85",70,36,2400,2075,17,0.02825,0.05,0.03
"7406",7406,21,17,"RCP45",10,32,2600,2050,25,0.00362,0,0.08
"7407",7407,23,32,"RCP3PD",50,26,2300,2100,10,0.00348,0.01,0.02
"7408",7408,32,17,"RCP3PD",20,35,2500,2075,20,0.00278,0.04,0.02
"7409",7409,51,13,"RCP45",2,0,2500,2050,18,0.00685,0.03,0.03
"7410",7410,17,19,"RCP3PD",70,13,2600,2025,12,0.00395,0.05,0.09
"7411",7411,27,26,"RCP85",70,14,2600,2100,11,0.00491,0.02,0.03
"7412",7412,37,17,"RCP6",20,29,2300,2100,12,0.00892,0.06,0.05
"7413",7413,19,12,"RCP85",60,40,2600,2075,11,0.0064,0.03,0.06
"7414",7414,45,19,"RCP45",80,27,2500,2050,6,0.02082,0.07,0.04
"7415",7415,44,9,"RCP6",90,16,2600,2050,24,0.0027,0.06,0.08
"7416",7416,57,24,"RCP6",30,35,2500,2050,25,0.01138,0,0.06
"7417",7417,39,22,"RCP6",60,24,2500,2100,20,0.00959,0.01,0.02
"7418",7418,72,15,"RCP6",20,11,2600,2025,12,0.00859,0,0.07
"7419",7419,53,18,"RCP45",100,17,2300,2100,14,0.01459,0,0.07
"7420",7420,28,43,"RCP85",80,12,2400,2025,7,0.00187,0.02,0.01
"7421",7421,19,13,"RCP3PD",40,13,2300,2025,13,0.00784,0.06,0.02
"7422",7422,30,19,"RCP45",2,3,2400,2075,15,0.00762,0.05,0.08
"7423",7423,43,29,"RCP3PD",100,16,2500,2025,7,0.00638,0.03,0.08
"7424",7424,57,22,"RCP3PD",20,35,2300,2100,16,0.00239,0.07,0
"7425",7425,16,14,"RCP45",10,8,2300,2025,12,0.00388,0.03,0.06
"7426",7426,27,10,"RCP85",50,8,2300,2050,20,0.00595,0.02,0.09
"7427",7427,46,9,"RCP3PD",40,30,2500,2050,18,0.00269,0.03,0.07
"7428",7428,15,13,"RCP85",100,35,2500,2025,19,0.00281,0,0.09
"7429",7429,37,16,"RCP3PD",90,4,2300,2050,32,0.00367,0.03,0.09
"7430",7430,42,19,"RCP45",40,2,2400,2025,20,0.00553,0,0.09
"7431",7431,41,12,"RCP3PD",100,9,2300,2075,22,0.01076,0.01,0.07
"7432",7432,33,29,"RCP6",50,39,2300,2050,26,0.00279,0.04,0.03
"7433",7433,89,16,"RCP85",10,32,2500,2075,10,0.00429,0.01,0
"7434",7434,19,17,"RCP85",80,1,2400,2075,16,0.00424,0.02,0.05
"7435",7435,42,11,"RCP6",90,30,2300,2050,16,0.00658,0.03,0.02
"7436",7436,15,30,"RCP6",70,18,2400,2025,8,0.00264,0,0.03
"7437",7437,45,14,"RCP45",40,31,2600,2050,13,0.00487,0.02,0.1
"7438",7438,42,8,"RCP45",20,5,2600,2075,10,0.00785,0.07,0.08
"7439",7439,21,10,"RCP6",40,6,2600,2050,13,0.00286,0.05,0.06
"7440",7440,26,26,"RCP6",50,17,2600,2050,33,0.01182,0.07,0.08
"7441",7441,30,26,"RCP3PD",50,19,2600,2075,31,0.01315,0.07,0.06
"7442",7442,54,32,"RCP3PD",40,29,2600,2025,13,0.00262,0.06,0.04
"7443",7443,24,20,"RCP3PD",50,35,2400,2025,24,0.00953,0.01,0
"7444",7444,23,18,"RCP85",80,9,2300,2075,23,0.00495,0.03,0.1
"7445",7445,15,9,"RCP6",80,33,2300,2050,12,0.00258,0.01,0.02
"7446",7446,31,18,"RCP3PD",2,15,2500,2025,15,0.00388,0.05,0.05
"7447",7447,28,16,"RCP85",80,5,2400,2075,21,0.00656,0.02,0.02
"7448",7448,40,15,"RCP45",10,2,2300,2100,14,0.00939,0.05,0
"7449",7449,37,17,"RCP6",80,31,2600,2100,15,0.01145,0.03,0.05
"7450",7450,27,21,"RCP6",40,25,2300,2075,32,0.00161,0.03,0.02
"7451",7451,43,17,"RCP6",60,34,2600,2025,24,0.00198,0.04,0.07
"7452",7452,84,19,"RCP45",80,34,2300,2100,15,0.02295,0.01,0
"7453",7453,18,11,"RCP3PD",90,11,2600,2025,23,0.00204,0.03,0
"7454",7454,46,15,"RCP45",80,5,2400,2050,14,0.00358,0,0.01
"7455",7455,27,16,"RCP3PD",40,26,2400,2100,30,0.00984,0.04,0.01
"7456",7456,45,28,"RCP45",90,36,2500,2100,16,0.00326,0.05,0.09
"7457",7457,35,24,"RCP3PD",80,18,2600,2075,15,0.00469,0.04,0.04
"7458",7458,24,18,"RCP3PD",40,15,2400,2075,10,0.03586,0.03,0.02
"7459",7459,32,29,"RCP85",80,18,2600,2075,13,0.00097,0,0.02
"7460",7460,43,17,"RCP3PD",90,28,2600,2075,13,0.0126,0.01,0.01
"7461",7461,30,11,"RCP6",60,12,2300,2100,23,0.03364,0.07,0.03
"7462",7462,20,18,"RCP45",50,16,2400,2025,10,0.02524,0.02,0
"7463",7463,44,19,"RCP45",10,19,2400,2100,13,0.00484,0.03,0.1
"7464",7464,20,16,"RCP3PD",60,23,2300,2050,22,0.00283,0.05,0.02
"7465",7465,34,17,"RCP85",10,14,2400,2100,39,0.0053,0.04,0.01
"7466",7466,24,36,"RCP45",80,31,2500,2100,13,0.00831,0.07,0.04
"7467",7467,67,16,"RCP6",60,6,2300,2025,16,0.0064,0.05,0.02
"7468",7468,22,17,"RCP6",60,3,2500,2075,23,0.0096,0.03,0.1
"7469",7469,19,8,"RCP85",60,31,2300,2075,7,0.00371,0.02,0.01
"7470",7470,44,22,"RCP6",10,37,2300,2050,10,0.00234,0.02,0.03
"7471",7471,29,28,"RCP85",10,30,2600,2100,20,0.00176,0.06,0.04
"7472",7472,71,15,"RCP3PD",30,31,2300,2025,18,0.00385,0.05,0.09
"7473",7473,12,11,"RCP45",40,11,2500,2075,21,0.00245,0.07,0.03
"7474",7474,40,11,"RCP3PD",50,36,2400,2050,12,0.00149,0,0.01
"7475",7475,35,17,"RCP85",2,20,2500,2050,15,0.00877,0.04,0.04
"7476",7476,70,15,"RCP85",2,1,2300,2075,38,0.00146,0.01,0.1
"7477",7477,33,19,"RCP6",30,6,2300,2075,14,0.00248,0.01,0.05
"7478",7478,48,35,"RCP3PD",70,27,2300,2100,14,0.00277,0.04,0.06
"7479",7479,29,12,"RCP85",70,29,2600,2075,10,0.00815,0.02,0.05
"7480",7480,36,15,"RCP45",90,16,2400,2100,12,0.00609,0,0.08
"7481",7481,45,25,"RCP6",60,23,2600,2050,9,0.00755,0.03,0.09
"7482",7482,31,14,"RCP85",2,4,2500,2100,22,0.00704,0.07,0.04
"7483",7483,14,14,"RCP6",2,29,2300,2025,5,0.00703,0.03,0.04
"7484",7484,10,22,"RCP85",20,18,2600,2100,40,0.00142,0.03,0.03
"7485",7485,33,20,"RCP3PD",20,35,2500,2050,7,0.00639,0.03,0
"7486",7486,50,38,"RCP6",30,24,2400,2075,23,0.00246,0,0.1
"7487",7487,42,9,"RCP85",20,17,2400,2075,22,0.0019,0,0.08
"7488",7488,25,17,"RCP6",10,12,2400,2025,12,0.00877,0.06,0.04
"7489",7489,28,12,"RCP45",100,11,2600,2075,15,0.00231,0.02,0.09
"7490",7490,71,12,"RCP45",30,15,2500,2075,19,0.00272,0.02,0.1
"7491",7491,43,13,"RCP85",50,20,2500,2100,13,0.02392,0.07,0.09
"7492",7492,59,25,"RCP6",20,33,2300,2025,11,0.00311,0.01,0.1
"7493",7493,23,21,"RCP45",100,30,2400,2100,49,0.00785,0.06,0.03
"7494",7494,45,28,"RCP85",30,0,2600,2075,20,0.00324,0,0.02
"7495",7495,40,22,"RCP3PD",100,14,2300,2100,13,0.0082,0.06,0.07
"7496",7496,20,23,"RCP3PD",60,21,2300,2025,23,0.00921,0.04,0.03
"7497",7497,30,6,"RCP45",60,7,2400,2025,24,0.02428,0.05,0.02
"7498",7498,43,33,"RCP6",40,20,2500,2050,14,0.00756,0.05,0.02
"7499",7499,20,30,"RCP45",10,5,2400,2100,26,0.00712,0,0.07
"7500",7500,38,38,"RCP6",70,25,2500,2100,24,0.00347,0.05,0.07
"7501",7501,22,21,"RCP45",20,22,2500,2050,13,0.00492,0.04,0.02
"7502",7502,32,18,"RCP45",40,40,2500,2075,26,0.0071,0,0.07
"7503",7503,34,12,"RCP45",90,34,2500,2100,20,0.00098,0.04,0.1
"7504",7504,54,18,"RCP3PD",2,27,2600,2100,8,0.03998,0.02,0.05
"7505",7505,14,25,"RCP45",80,4,2400,2025,11,0.00718,0.07,0.08
"7506",7506,16,28,"RCP3PD",10,15,2400,2025,17,0.00728,0.05,0.07
"7507",7507,86,32,"RCP3PD",90,26,2300,2025,19,0.00313,0.02,0.06
"7508",7508,30,19,"RCP45",40,36,2600,2050,18,0.00174,0.03,0
"7509",7509,29,18,"RCP85",10,15,2400,2100,14,0.00845,0,0.07
"7510",7510,26,44,"RCP85",40,30,2600,2075,8,0.00418,0.06,0.01
"7511",7511,63,12,"RCP85",10,32,2600,2025,17,0.0241,0.03,0.04
"7512",7512,47,11,"RCP3PD",100,38,2500,2025,14,0.00349,0,0.08
"7513",7513,21,20,"RCP6",60,9,2600,2075,17,0.00076,0.02,0.02
"7514",7514,32,18,"RCP6",10,32,2600,2050,13,0.00747,0.01,0.08
"7515",7515,28,16,"RCP85",70,15,2400,2050,13,0.0113,0.02,0.03
"7516",7516,14,20,"RCP6",50,5,2300,2100,19,0.00866,0.02,0
"7517",7517,24,25,"RCP3PD",100,8,2500,2075,9,0.00537,0.02,0.02
"7518",7518,18,19,"RCP3PD",100,0,2500,2025,15,0.00892,0.06,0.06
"7519",7519,32,33,"RCP85",80,13,2500,2025,13,0.00352,0,0.01
"7520",7520,74,28,"RCP45",40,13,2500,2100,25,0.01347,0,0.02
"7521",7521,26,13,"RCP45",80,27,2600,2025,11,0.00248,0.02,0.02
"7522",7522,26,28,"RCP6",100,35,2500,2075,7,0.00772,0.05,0
"7523",7523,56,8,"RCP85",2,39,2600,2100,23,0.00232,0.02,0.02
"7524",7524,54,20,"RCP6",40,2,2500,2050,21,0.00295,0.01,0.02
"7525",7525,20,20,"RCP45",90,32,2500,2075,7,0.00231,0.03,0.05
"7526",7526,14,16,"RCP45",90,5,2300,2050,28,0.00465,0.07,0.02
"7527",7527,48,23,"RCP85",50,3,2600,2050,18,0.00246,0.06,0.06
"7528",7528,63,17,"RCP45",40,12,2500,2025,25,0.00882,0.04,0.01
"7529",7529,64,11,"RCP3PD",80,30,2400,2100,14,0.00146,0.01,0.08
"7530",7530,20,31,"RCP45",30,16,2400,2050,16,0.00695,0.07,0.04
"7531",7531,36,14,"RCP85",30,2,2500,2025,15,0.00145,0.05,0.08
"7532",7532,48,12,"RCP3PD",50,25,2500,2075,32,0.02105,0.05,0.03
"7533",7533,22,19,"RCP6",90,12,2300,2025,12,0.0057,0.03,0
"7534",7534,19,5,"RCP45",60,20,2400,2050,10,0.00665,0.02,0.02
"7535",7535,19,10,"RCP45",40,36,2500,2100,13,0.01539,0,0.08
"7536",7536,30,30,"RCP3PD",30,25,2400,2025,17,0.00704,0.06,0.09
"7537",7537,36,16,"RCP6",80,17,2500,2075,8,0.00138,0.06,0.02
"7538",7538,20,7,"RCP3PD",30,32,2400,2075,11,0.00888,0.01,0.06
"7539",7539,43,16,"RCP6",2,21,2300,2075,14,0.00376,0.06,0.01
"7540",7540,8,27,"RCP6",50,1,2500,2075,18,0.00443,0.01,0.04
"7541",7541,38,16,"RCP6",30,17,2400,2100,21,0.00677,0.05,0.07
"7542",7542,56,21,"RCP6",80,5,2400,2075,21,0.00549,0.05,0.08
"7543",7543,48,15,"RCP6",30,1,2400,2050,30,0.00666,0.06,0.1
"7544",7544,23,10,"RCP45",60,26,2400,2050,11,0.00237,0,0.04
"7545",7545,22,16,"RCP6",20,2,2400,2050,13,0.00545,0.05,0.01
"7546",7546,51,17,"RCP85",90,14,2500,2050,13,0.00743,0.04,0.04
"7547",7547,70,11,"RCP45",40,29,2300,2050,9,0.02944,0.02,0.06
"7548",7548,49,16,"RCP45",30,35,2400,2050,9,0.00433,0.03,0.05
"7549",7549,30,17,"RCP45",90,21,2300,2075,14,0.00244,0.07,0
"7550",7550,31,25,"RCP3PD",30,38,2500,2100,11,0.00341,0.01,0.06
"7551",7551,14,10,"RCP45",60,38,2400,2075,27,0.01797,0.02,0.07
"7552",7552,30,12,"RCP85",50,21,2500,2075,10,0.01266,0.06,0.09
"7553",7553,34,16,"RCP45",100,16,2400,2025,19,0.01811,0.04,0.06
"7554",7554,21,14,"RCP45",20,36,2400,2100,13,0.00159,0.02,0
"7555",7555,56,12,"RCP85",50,19,2300,2025,17,0.00242,0.07,0.01
"7556",7556,8,24,"RCP6",10,25,2300,2025,17,0.01951,0,0
"7557",7557,48,20,"RCP85",10,5,2500,2100,11,0.00519,0.02,0
"7558",7558,30,18,"RCP3PD",90,7,2300,2050,10,0.00539,0.04,0.01
"7559",7559,28,28,"RCP85",70,19,2400,2100,23,0.01909,0,0.09
"7560",7560,39,33,"RCP85",2,2,2600,2050,16,0.00763,0.03,0.1
"7561",7561,28,13,"RCP6",30,14,2500,2050,27,0.00677,0.06,0.1
"7562",7562,20,32,"RCP45",50,29,2400,2050,30,0.00264,0.04,0.07
"7563",7563,41,20,"RCP6",80,32,2400,2100,12,0.00612,0.04,0.02
"7564",7564,30,17,"RCP45",50,7,2300,2100,26,0.00864,0.06,0.09
"7565",7565,40,24,"RCP6",70,14,2400,2025,11,0.00335,0.01,0.06
"7566",7566,79,14,"RCP3PD",50,23,2300,2100,30,0.00711,0.04,0.03
"7567",7567,89,14,"RCP6",10,14,2600,2025,18,0.01374,0.04,0.09
"7568",7568,36,23,"RCP6",30,36,2600,2100,25,0.00724,0.06,0
"7569",7569,29,15,"RCP3PD",30,29,2300,2075,23,0.00494,0.02,0
"7570",7570,49,18,"RCP45",90,35,2400,2075,11,0.00233,0.07,0.04
"7571",7571,19,16,"RCP85",2,17,2500,2050,6,0.00077,0,0.05
"7572",7572,39,21,"RCP45",80,19,2500,2050,6,0.01288,0.04,0.05
"7573",7573,28,28,"RCP45",100,20,2600,2075,7,0.00223,0.04,0.08
"7574",7574,30,21,"RCP45",90,5,2500,2075,14,0.0102,0.03,0.1
"7575",7575,15,14,"RCP85",50,26,2400,2075,9,0.00201,0.03,0
"7576",7576,35,18,"RCP6",90,0,2600,2025,11,0.0022,0.03,0.1
"7577",7577,75,28,"RCP45",40,16,2600,2025,15,0.00724,0.04,0
"7578",7578,41,41,"RCP85",100,21,2400,2075,7,0.00173,0.07,0
"7579",7579,11,18,"RCP45",50,31,2500,2100,9,0.00448,0.05,0.04
"7580",7580,23,32,"RCP85",40,27,2300,2075,12,0.00466,0.04,0.03
"7581",7581,17,19,"RCP45",2,5,2400,2075,21,0.02102,0.07,0.1
"7582",7582,12,14,"RCP6",60,17,2500,2025,20,0.0061,0,0.02
"7583",7583,66,20,"RCP85",90,24,2400,2100,12,0.01103,0,0.04
"7584",7584,38,21,"RCP6",100,12,2300,2075,29,0.0036,0.02,0
"7585",7585,20,21,"RCP6",30,10,2400,2025,14,0.00699,0.02,0.01
"7586",7586,16,36,"RCP6",70,40,2500,2075,13,0.00948,0.05,0.1
"7587",7587,77,17,"RCP6",20,15,2300,2100,10,0.00806,0.02,0.05
"7588",7588,72,22,"RCP6",80,3,2600,2050,13,0.00619,0.03,0.1
"7589",7589,67,22,"RCP3PD",10,14,2500,2075,8,0.00303,0.03,0
"7590",7590,28,18,"RCP6",60,10,2400,2050,24,0.00681,0,0.04
"7591",7591,26,20,"RCP6",30,15,2300,2050,12,0.00913,0.01,0.04
"7592",7592,23,25,"RCP85",40,12,2300,2050,27,0.01565,0.04,0.09
"7593",7593,21,17,"RCP45",50,35,2300,2050,14,0.00281,0.05,0
"7594",7594,32,26,"RCP3PD",20,35,2500,2100,13,0.00369,0.02,0
"7595",7595,56,18,"RCP45",70,20,2400,2050,13,0.00965,0.03,0.02
"7596",7596,17,17,"RCP6",50,32,2400,2075,24,0.00146,0,0.08
"7597",7597,32,8,"RCP6",70,31,2300,2075,17,0.01608,0.02,0.02
"7598",7598,35,27,"RCP6",100,26,2300,2025,36,0.01075,0.05,0.05
"7599",7599,29,41,"RCP85",30,37,2500,2050,14,0.0152,0.06,0.04
"7600",7600,17,21,"RCP45",2,9,2400,2100,15,0.01312,0.06,0.08
"7601",7601,38,34,"RCP85",50,15,2300,2075,8,0.00309,0.01,0.09
"7602",7602,48,9,"RCP6",40,6,2500,2025,15,0.00407,0.06,0.08
"7603",7603,44,29,"RCP85",80,39,2300,2075,9,0.00588,0,0.01
"7604",7604,57,14,"RCP3PD",2,15,2300,2075,7,0.00256,0.03,0.02
"7605",7605,50,20,"RCP85",40,24,2300,2050,22,0.00507,0.06,0
"7606",7606,20,27,"RCP3PD",60,23,2500,2050,15,0.0063,0.01,0.04
"7607",7607,13,32,"RCP45",60,3,2300,2100,11,0.00677,0.07,0.05
"7608",7608,51,19,"RCP45",60,27,2400,2100,17,0.00388,0.05,0.06
"7609",7609,43,27,"RCP85",40,24,2300,2050,9,0.00347,0.03,0.02
"7610",7610,31,11,"RCP3PD",20,7,2400,2025,23,0.00229,0.04,0.09
"7611",7611,26,15,"RCP85",30,35,2300,2050,16,0.00306,0.03,0.07
"7612",7612,29,19,"RCP3PD",100,31,2300,2050,11,0.0066,0.04,0.03
"7613",7613,41,15,"RCP6",70,8,2300,2025,9,0.00609,0.01,0.09
"7614",7614,7,20,"RCP85",30,5,2300,2075,12,0.00169,0.05,0.01
"7615",7615,53,20,"RCP45",90,15,2500,2100,6,0.01988,0.04,0.1
"7616",7616,16,18,"RCP85",30,32,2600,2050,10,0.00544,0.05,0.07
"7617",7617,22,22,"RCP6",10,23,2300,2100,14,0.00663,0.05,0
"7618",7618,35,20,"RCP6",30,12,2400,2075,15,0.00385,0.02,0.1
"7619",7619,26,35,"RCP3PD",40,28,2600,2100,12,0.00886,0.05,0.05
"7620",7620,16,18,"RCP45",60,10,2300,2025,30,0.00611,0.04,0.06
"7621",7621,47,11,"RCP3PD",30,36,2300,2075,7,0.00138,0.02,0.1
"7622",7622,60,12,"RCP6",90,19,2300,2075,8,0.00447,0.06,0.02
"7623",7623,28,18,"RCP85",70,18,2600,2100,5,0.01138,0.03,0.03
"7624",7624,47,27,"RCP85",60,25,2300,2050,14,0.00825,0.03,0.1
"7625",7625,18,11,"RCP85",20,32,2600,2100,24,0.00384,0.07,0.01
"7626",7626,35,21,"RCP6",20,0,2500,2050,15,0.00439,0.03,0.07
"7627",7627,33,20,"RCP6",80,20,2600,2025,13,0.01165,0.05,0.04
"7628",7628,53,23,"RCP45",2,7,2300,2100,25,0.01972,0.06,0.06
"7629",7629,33,11,"RCP85",90,1,2600,2075,50,0.00115,0.02,0.08
"7630",7630,35,27,"RCP85",20,1,2300,2100,31,0.00121,0.04,0.08
"7631",7631,49,14,"RCP6",80,7,2600,2100,11,0.0038,0.04,0.04
"7632",7632,14,20,"RCP85",50,11,2300,2025,15,0.00289,0.07,0
"7633",7633,62,37,"RCP45",2,18,2500,2050,17,0.00521,0.03,0.03
"7634",7634,38,12,"RCP45",40,31,2600,2075,10,0.01103,0.02,0.06
"7635",7635,22,27,"RCP6",2,18,2600,2100,13,0.00658,0.06,0
"7636",7636,19,16,"RCP45",60,3,2400,2075,15,0.0016,0.02,0.06
"7637",7637,28,18,"RCP85",80,23,2600,2025,12,0.00882,0.03,0.06
"7638",7638,51,21,"RCP3PD",70,26,2300,2075,17,0.00662,0.03,0.09
"7639",7639,136,19,"RCP45",20,8,2300,2025,24,0.00755,0,0.05
"7640",7640,20,16,"RCP6",70,13,2400,2025,10,0.00991,0.06,0.05
"7641",7641,14,23,"RCP3PD",60,30,2400,2025,16,0.00692,0.06,0.05
"7642",7642,26,20,"RCP45",2,0,2300,2100,11,0.00994,0.05,0.05
"7643",7643,38,9,"RCP45",40,17,2500,2050,12,0.01853,0.05,0.03
"7644",7644,21,17,"RCP3PD",30,2,2500,2025,14,0.00785,0.01,0.1
"7645",7645,20,22,"RCP6",90,20,2400,2100,14,0.00508,0.01,0.02
"7646",7646,21,27,"RCP85",60,5,2600,2075,9,0.00707,0.04,0.04
"7647",7647,52,16,"RCP45",10,7,2500,2025,25,0.00677,0.07,0.03
"7648",7648,44,10,"RCP45",30,31,2600,2050,13,0.00417,0.03,0.1
"7649",7649,58,12,"RCP45",60,27,2400,2050,23,0.00344,0.01,0.02
"7650",7650,29,13,"RCP45",20,17,2600,2075,17,0.00802,0.02,0.03
"7651",7651,11,27,"RCP85",20,10,2600,2100,26,0.00165,0.07,0.06
"7652",7652,16,28,"RCP85",60,18,2600,2075,43,0.00137,0.03,0.02
"7653",7653,13,24,"RCP6",90,21,2400,2050,18,0.00941,0,0.01
"7654",7654,37,16,"RCP45",70,2,2300,2050,25,0.00468,0.06,0.07
"7655",7655,29,25,"RCP3PD",100,8,2300,2025,10,0.00425,0,0.08
"7656",7656,18,9,"RCP85",20,16,2600,2025,11,0.01167,0.04,0.02
"7657",7657,38,16,"RCP45",2,2,2600,2025,6,0.00976,0.02,0.1
"7658",7658,22,18,"RCP45",100,14,2500,2075,9,0.00939,0.05,0.08
"7659",7659,27,12,"RCP6",70,9,2400,2025,13,0.00223,0.01,0
"7660",7660,47,17,"RCP3PD",80,24,2400,2025,13,0.00517,0.07,0
"7661",7661,23,20,"RCP45",30,0,2300,2100,13,0.00585,0.04,0.02
"7662",7662,26,30,"RCP45",10,35,2600,2100,19,0.00555,0.04,0.08
"7663",7663,30,15,"RCP85",30,35,2500,2100,24,0.00619,0.05,0.09
"7664",7664,20,20,"RCP85",90,23,2400,2025,17,0.00712,0.06,0.06
"7665",7665,34,19,"RCP45",10,7,2600,2100,18,0.00402,0.05,0.07
"7666",7666,16,18,"RCP3PD",60,8,2500,2050,11,0.00375,0.06,0.01
"7667",7667,41,26,"RCP6",90,33,2500,2025,9,0.00382,0.03,0
"7668",7668,40,50,"RCP85",80,6,2400,2025,10,0.00474,0.04,0.04
"7669",7669,46,8,"RCP6",40,30,2400,2075,8,0.01067,0.03,0.08
"7670",7670,18,15,"RCP3PD",20,4,2300,2050,18,0.00309,0.06,0.05
"7671",7671,15,20,"RCP45",30,39,2500,2025,18,0.00263,0.05,0.05
"7672",7672,20,18,"RCP3PD",70,37,2600,2025,28,0.00259,0.07,0
"7673",7673,21,23,"RCP85",100,10,2400,2025,5,0.00471,0.01,0.01
"7674",7674,125,24,"RCP6",40,27,2600,2025,14,0.00165,0.03,0.1
"7675",7675,19,13,"RCP6",80,4,2600,2025,13,0.00273,0.01,0
"7676",7676,20,13,"RCP3PD",20,15,2600,2025,6,0.00452,0.02,0.08
"7677",7677,24,18,"RCP3PD",90,22,2600,2100,16,0.00697,0.02,0.03
"7678",7678,45,13,"RCP85",40,27,2400,2075,20,0.00658,0.03,0.02
"7679",7679,27,11,"RCP45",2,9,2300,2050,12,0.00216,0.03,0
"7680",7680,115,11,"RCP45",40,36,2600,2025,12,0.0036,0,0.06
"7681",7681,21,34,"RCP85",50,21,2300,2050,17,0.00198,0.01,0.05
"7682",7682,13,7,"RCP6",90,12,2600,2025,16,0.00594,0.05,0.05
"7683",7683,50,14,"RCP3PD",90,26,2500,2075,15,0.00325,0.02,0.08
"7684",7684,20,17,"RCP85",30,5,2600,2025,5,0.00583,0.03,0.08
"7685",7685,21,16,"RCP3PD",70,11,2300,2050,17,0.00491,0.01,0.08
"7686",7686,35,16,"RCP3PD",100,4,2400,2050,16,0.00247,0.05,0.09
"7687",7687,22,20,"RCP3PD",20,16,2400,2050,13,0.01206,0.02,0.02
"7688",7688,43,46,"RCP45",70,20,2500,2025,28,0.00387,0.04,0.08
"7689",7689,60,17,"RCP45",50,29,2500,2025,22,0.00343,0.02,0.09
"7690",7690,14,23,"RCP85",40,25,2500,2025,12,0.00422,0.05,0.02
"7691",7691,26,16,"RCP85",40,25,2500,2075,18,0.00658,0.01,0.05
"7692",7692,22,15,"RCP45",90,2,2500,2050,19,0.00267,0.01,0.02
"7693",7693,11,18,"RCP85",90,21,2600,2075,11,0.00706,0.05,0.04
"7694",7694,29,36,"RCP3PD",20,16,2600,2100,16,0.00656,0.07,0.09
"7695",7695,21,20,"RCP3PD",30,14,2600,2075,11,0.02019,0.05,0.03
"7696",7696,72,15,"RCP85",20,11,2400,2075,13,0.00896,0.03,0.03
"7697",7697,27,19,"RCP45",10,13,2400,2025,23,0.00771,0.05,0.07
"7698",7698,44,19,"RCP85",50,24,2300,2025,15,0.00916,0.03,0.03
"7699",7699,50,17,"RCP3PD",60,22,2500,2075,13,0.00799,0.05,0.06
"7700",7700,32,34,"RCP45",40,38,2500,2025,27,0.00978,0,0.05
"7701",7701,20,22,"RCP3PD",20,34,2500,2075,18,0.00239,0.01,0.07
"7702",7702,21,10,"RCP45",80,28,2400,2100,16,0.00231,0.06,0.05
"7703",7703,42,23,"RCP6",40,13,2500,2050,18,0.00119,0.07,0.07
"7704",7704,43,20,"RCP3PD",60,1,2400,2025,18,0.00301,0,0.04
"7705",7705,83,13,"RCP45",2,22,2600,2050,10,0.00631,0.01,0.06
"7706",7706,54,17,"RCP45",2,12,2600,2025,8,0.0033,0,0.06
"7707",7707,34,20,"RCP6",80,37,2600,2075,16,0.00271,0.06,0.02
"7708",7708,30,16,"RCP85",90,2,2500,2050,18,0.00689,0.05,0.05
"7709",7709,67,10,"RCP85",10,16,2600,2025,11,0.01316,0.05,0.03
"7710",7710,36,22,"RCP85",60,36,2500,2075,27,0.00695,0.03,0
"7711",7711,64,42,"RCP85",100,24,2400,2100,14,0.00665,0.06,0.08
"7712",7712,24,15,"RCP6",40,34,2400,2050,40,0.00899,0.06,0
"7713",7713,79,10,"RCP6",90,6,2500,2025,6,0.00123,0.04,0.1
"7714",7714,25,22,"RCP85",90,23,2500,2075,23,0.00312,0,0.03
"7715",7715,43,26,"RCP3PD",60,5,2600,2075,10,0.00824,0.01,0.03
"7716",7716,34,12,"RCP3PD",90,15,2600,2075,17,0.01475,0.07,0.01
